,date,user_id,username,tweet
1767,2022-02-13 11:47:08,205584288,AinuLuniA,Ive been diagnosed with covid. Allahuakhbar.
1766,2022-02-13 12:00:32,1467332064361865218,sisknows_sg,"⚠️ In the event that I am unable to ship to your country from SG due to Covid-19 restrictions. Unfortunately, you will have to forfeit the album and another winner will be chosen."
1765,2022-02-13 12:01:34,17382692,danny1969," if restrictions are relaxed than there will be an increased in cases as the virus is still around and if the healthcare system is overload,than this means that there was no proper planning prior relaxing restrictions? Also if omicron is less severe,than why is this happening? 🤔"
1764,2022-02-13 12:13:44,17463852,tanwumeng,"Out &amp; about at Clementi 448 Market &amp; Food Centre last weekend, catching up with hawkers &amp; stallholders &amp; #Clementi friends.  Our hawkers have been affected by the pandemic too. But step by step, Singapore is getting more resilient against #COVID. Hope we can open up further soon.  "
1763,2022-02-13 12:21:11,573100640,SixStoneJars1,Hong Kong food supplies may be disrupted as COVID-19 hits goods drivers: Authorities - CNA  
1762,2022-02-13 12:22:55,96569119,AnshuVajpayee, Sanotize Covid Nasal spray
1761,2022-02-13 12:29:03,1097030280248942592,Ahmad69138914," When covid vaccine are roll out, suppose to lessen hospitalisation. BUT hospitals are still crowded. Now Paxlovid is here, we will see if the Hospitals will be less crowded. Wait long long."
1760,2022-02-13 12:36:35,1430875377002373128,norshila26," We must live with this pandemic. Closed or open borders its remains same covid is still surrounding us. As long as get the booster done to prevent high risk infection. Swab test to be done bfr entering. So rakyat, quickly get the booster done n all the menteri fasola open border"
1759,2022-02-13 12:37:58,113321705,manda_dayoyo,My brother has covid. Its hell now in the household 💀
1758,2022-02-13 12:42:00,711460194862018560,SG_Uncensored,"GIRL'S FREE LOADING BROTHER-IN-LAW SPREAD COVID TO HER FATHER, NOW IN ICU #Singapore #umbrage #spore #uncensored  "
1757,2022-02-13 12:52:36,38400130,ChannelNewsAsia,Beijing 2022 reports three new COVID-19 cases among Games-related personnel    
1756,2022-02-13 12:54:28,1271630863,tan1872001,Singapore Airshow 2022 organisers confident of 'even better' conversations despite Covid-19 restrictions    ...
1755,2022-02-13 13:09:05,844927556205740032,24x7Page,"The mix-and-match booster approach induced stronger antibody protection against both the Delta and Omicron variants, compared with a third dose of Sinovac's vaccine, known as CoronaVac, the study showed.   via  #DORSCON #Coronavirus"
1754,2022-02-13 13:34:04,794880073065058304,finkkkatja,"Honoured that our publication is mentioned for #WorldNTDDay! Dengue and other viruses are indeed not conquered yet, just a bit neglected amidst COVID!"
1753,2022-02-13 13:34:24,1292064148738588673,akiwaaaaa,"suddenly a lot of ppl ik kene covid hais :"""
1752,2022-02-13 13:39:40,45756727,LividEye, Now the sanitizer must be certified blah blah and masks yes have been commercialised to a point of 30 to 50% lower than before. Its here to stay. Actually I see more benefits even post covid because Japan Taiwan HK actually have good culture of wearing masks in public when sick.
1751,2022-02-13 13:45:25,725486983,HBA_twt, You got covid before??
1750,2022-02-13 13:49:15,17382692,danny1969," Something is seriously wrong…omicron is suppose to be less severe but yet when cases spike, fatalities starts happening everyday…🤔"
1749,2022-02-13 13:49:21,840910265306697729,nana__wiz,I hope kkura and chaewon are safe from covid too..like im really worried cos there’s no way they can update us and i truly miss them 😢😔
1748,2022-02-13 13:56:10,1358123431523360768,_zuluvrc,"UPDATE: I'm still having fever, sore throat and cough. I have taken  medicine and thankfully my high fever has gone down.  I'm still tested positive for COVID-19 today.  I had my 3rd vaccine dose already and yet I'm still having fever even after almost a week. Stay safe everyone!  "
1747,2022-02-13 14:12:54,752140145747374080,jnlwie,+TB +Covid pa awiiit
1746,2022-02-13 14:14:06,2219392082,KUR0K0CCHIS,do people not know it’s covid era?? wgy tf you touching me bro
1745,2022-02-13 14:16:08,38400130,ChannelNewsAsia,Olmypics-Nordic combined-Norway hopeful Riiber can compete after negative COVID test    
1744,2022-02-13 14:20:22,2865050169,marrrfar,"Took mc , collapse kot kalau kerja today 😂 2 weeks of tears and sweat in covid. Literally jadi zombie. If u say i manja, I’ll smack you 🙄"
1743,2022-02-13 14:21:38,841653940907200512,jannahmidzy,  Lia covid positive :(  
1742,2022-02-13 14:22:32,38400130,ChannelNewsAsia,Nordic combined-Norway hopeful Riiber can compete after negative COVID test    
1741,2022-02-13 14:24:32,1271630863,tan1872001,Nordic combined-Norway hopeful Riiber can compete after negative COVID test     null  
1740,2022-02-13 14:35:03,934959652797739008,moneyfm893,Singapore Airshow 2022 organisers confident of 'even better' conversations despite Covid-19 restrictions  
1739,2022-02-13 14:37:06,918352491804205056,mainly_miles,"You'll no longer need to take a pre-departure COVID test when travelling to France, provided you are fully vaccinated.  "
1738,2022-02-13 14:38:20,1271630863,tan1872001,Beijing 2022 reports three new COVID-19 cases among Games-related personnel     null  
1737,2022-02-13 14:40:03,1131352537,STForeignDesk,Cook Islands braces for first community Covid-19 cases  
1736,2022-02-13 14:40:17,891289148220260353,inspirouex,"niel said to stay healthy, corona is really no joke, and he heard Omicron can make you pretty ill, but he doesn’t go out and about alot so we dont have to worry ^^ and he greeted us farewell and said he’s pleased b/c today is the first time the Un*verse PM didnt lag ㅋㅋㅋ"
1735,2022-02-13 14:53:12,2415617502,davidlye70,"To predict COVID severity without X ray and blood tests, use PRIORITY from large 2020 Spanish study, validated by us in vaccinated and unvaccinated, Delta and Omicron.  #COVID19 #severityscore     "
1734,2022-02-13 14:53:58,1219236398735089664,illh4n,Fucker got covid 
1733,2022-02-13 14:57:23,132544178,tommynghl," the 2 catalysts are living with covid and Fed reversal, only the former is starting to show"
1732,2022-02-13 15:06:47,422510150,pal_rudebwoy,  $10 is if u are sick and have symptoms of covid. Then they will charge $10. But if u are afraid that u are a close contact or just wanna check or if going overseas then its $98
1731,2022-02-13 15:11:42,27590902,kokhong,"After 2 years of trying my best to stay COVID-free, I tested positive for coronavirus just 2 days before Chinese New Year. #JaiSriRam #jaihanuman #ram  "
1730,2022-02-13 15:11:53,1282685968382701574,kaisoapbox,"  that sounds like it'll put you at covid risk, perhaps consider not doing that"
1729,2022-02-13 15:17:25,3269703726,kirigaya_steven,"Don't even know what to feel abt my camp personnel getting covid one over another, things are getting kinda out of hand amidst this insane infection period yet once again"
1728,2022-02-13 15:22:13,1881869544,OfficialJohor,Free Entry to Sultan Ibrahim Stadium Car Park for the event. Fans and guests attending must adhere to Covid-19 Standard Operating Procedures at all times. Luaskan Kuasamu Johor.  [5/5]
1727,2022-02-13 15:26:47,1054664788263919616,zhannOo,14 feb tomorrow and i spend it with covid LOL
1726,2022-02-13 15:28:20,711460194862018560,SG_Uncensored,"S'PORE RECEIVES FIRST BATCH OF PFIZER'S ""PAXLOVID"" COVID-19 PILLS #Singapore #umbrage #spore #uncensored  "
1725,2022-02-13 15:28:56,3250242258,rafiddahhh,now this covid latest update/protocol is getting more and more confusing…….. 🤯
1724,2022-02-13 15:35:03,1131352537,STForeignDesk,Hong Kong shortens quarantine for care homes as Covid-19 infections set to double  
1723,2022-02-13 15:40:23,1422805761650958336,dinasawwr,my sister cant tell the diff between her pods??? is it covid? someone pls help
1722,2022-02-13 15:44:37,1181472344,BusinessTimes,Singapore Airshow 2022 organisers confident of 'even better' conversations despite Covid-19 restrictions  
1721,2022-02-13 15:46:18,1346853805002903552,exjcboyyyy,kinda wish i got covid so i wont have to book in … 🥲
1720,2022-02-13 15:58:29,2238000366,KSSKsam,  Covid positive from ART.
1719,2022-02-13 16:05:02,1131352537,STForeignDesk,Omicron cases surge in Russia amid deep distrust of vaccine  
1718,2022-02-13 16:10:19,926807361414500353,AshishGupta325,"Markets don't crash when everyone expects them to. Back in 2020, when markets started to slide due to Covid, everyone was calling it a healthy correction until markets crashed. It's fresh in everyone's memory so it's fashionable to call a crash every time there's negative news."
1717,2022-02-13 16:14:21,1097030280248942592,Ahmad69138914,CHOOSE FREEDOM OR COVID?
1716,2022-02-13 16:26:32,37874853,straits_times,MOH conducting study on effectiveness of ART to screen incoming travellers for Covid-19  
1715,2022-02-13 16:53:03,38400130,ChannelNewsAsia,Vietnam to end COVID-19 curbs on international flights from Feb 15    
1714,2022-02-13 16:58:55,1619325942,MothershipSG,"Comment: Easing Covid-19 restrictions in S’pore should be done sooner, not later     "
1713,2022-02-13 17:02:08,2678761982,kennethkhp,"Investing in $TSLA, there will always be something to ""worry"" about e.g. Covid, Chips, Fed, Rates, Inflation, Elon  As long as EPS &amp; Capacity are growing exponentially, $TSLA will do well eventually. If we keep worrying about the next boggyman, we will miss this great opportunity  "
1712,2022-02-13 17:02:57,285573806,drshwrn,Here we go again..the Covid positive cases has once again gotten closer than ever to again for this year..close contact again..🤦🏽‍♂️
1711,2022-02-13 17:05:34,1131352537,STForeignDesk,Vietnam to end Covid-19 curbs on international flights from Feb 15  
1710,2022-02-13 17:07:58,918352491804205056,mainly_miles,"Denmark has dropped the requirement for travellers from Singapore to take a pre-departure COVID-19 test, in tandem with its relaxation of almost all domestic restrictions, including mask-wearing.  "
1709,2022-02-13 17:09:04,844927556205740032,24x7Page,SINGAPORE - Employers are advised to review their business continuity plans to deal with short-term staff shortages amid the current surge in Covid-19 Omicron cases.   via  #Coronavirus #DORSCON
1708,2022-02-13 17:10:31,1272057267727130626,Wellon_Chou,ITZY’s Lia Tests Positive For COVID-19  
1707,2022-02-13 17:25:03,1355957899781042176,dominicchin_,im going to try to record a love song to celebrate valentines day before the covid voice hits
1706,2022-02-13 17:42:58,481366112,CescYayan,Hello covid! Do your job please ✨✨✨
1705,2022-02-13 17:48:01,1034261426,OfficialTailsYT,"My dad tested positive for COVID, but so far I am tested negative. Looks like I may need to sanitize my hands often because of this. Yes, he was fully vaxxed but only contracted mild symptoms so it's not an issue."
1704,2022-02-13 17:51:05,38400130,ChannelNewsAsia,Knock on the door: COVID-19 stalks athletes at Beijing Winter Olympics    
1703,2022-02-13 17:53:49,1380446159282470917,shirinklmddn,We’re not overwhelmed by severe cases or ICU admissions yet hospitals are full with many in AnE waiting for a bed. Making the discharge process for “well” covid+ patients less administratively complex than it currently is would help lessen the pressure.   
1702,2022-02-13 17:54:37,1354451140641845253,FianFazlie,Hahahaha I tio COVID liao. Well done 👍🤦🏻‍♂️  
1701,2022-02-13 18:13:24,2861822322,milbo79,   I don’t have any interest in the bazaars. The government should be discussing more important things. Open the borders now #covidnobodycares
1700,2022-02-13 18:28:32,611347942,shafidayu,Yay now Mama is 80-20 agree to take booster shot 👏🏻 She refused at first but I went for mine and said that it’s better to take vaccine injections than to get infected by covid 😼
1699,2022-02-13 18:35:02,1131352537,STForeignDesk,"After sealing borders for two years, Taiwan may have to consider living with Covid-19  "
1698,2022-02-13 18:39:53,1405796393239793664,Biomarking,"Since its emergence in late 2021, the Omicron variant has spread rapidly across the globe. Here's what we know so far about the Omicron sub-variant BA.2.   Protect you and your loved ones by adhering to social distancing measures and getting vaccinated!💗 #OmicronVariant #COVID19  "
1697,2022-02-13 18:41:28,610609902,SayaIbrahim,"Maybe because i am bad at test, i always get negative for covid result"
1696,2022-02-13 18:54:51,1642135962,BBCNewsAsia,Cook Islands braces after Covid-positive traveller  
1695,2022-02-13 18:55:10,1097030280248942592,Ahmad69138914, Pity the Hospitals. Any action taken will have impact on them more. What to do? Doctors just have to blame themselves.  Best Solution = Stop Treating Covid and get back to Normal.
1694,2022-02-13 19:13:50,130289637,Asuka_SGP2,COVID-19 WEEKLY SURVEILLANCE IN NSW EPIDEMIOLOGICAL WEEK 03 ENDING 22 JANUARY 2022 Published 4 February 2022  PDF       
1693,2022-02-13 19:23:51,1098226789338365952,petals_star,  It’s such a beautiful and meaningful song by #MOONBIN_SANHA for its deep meaning. We need songs like this to address the hurt &amp; pain people are suffering from depression or mental illness esp due to covid. Hope this song brings healing. This truly is a masterpiece!💜#Ghost_Town
1692,2022-02-13 19:24:02,817047779000205312,PuanHannah,Honestly watch me get covid in my first few weeks into my new job
1691,2022-02-13 19:33:28,1024843066509733888,StuckOnTwice247,It makes me kinda wistful seeing the airport photos and videos… COVID begone and hopefully we can all travel soon
1690,2022-02-13 19:34:32,1131352537,STForeignDesk,"More than 130,000 children in Malaysia receive first dose of Covid-19 vaccine  "
1689,2022-02-13 19:37:34,307753597,dxrga,my fomo couldn’t leave out covid 😭
1688,2022-02-13 19:37:46,76276847,BusinessMoneyNi, why is there no cases reported for individual states?
1687,2022-02-13 19:38:38,72128925,BenFaridAzhar,COVID!!!
1686,2022-02-13 19:39:24,898806839999045632,sgmalayguy84," So far the few orgies I've been are ok. And I have been hosting from 2017 till 2019. Of course covid put a stop in it so far. So far most ppl attend mine seems quite ok. I try not to get those who are too fussy, even if they are hot. Lol."
1685,2022-02-13 19:40:38,44290654,yperic,Vietnam to end COVID-19 curbs on international flights from Feb 15  
1684,2022-02-13 19:41:49,285497793,denishew,CNA: Vietnam to end COVID-19 curbs on international flights from Feb 15.  
1683,2022-02-13 19:43:07,924120291441238016,EngEongOoi,Vietnam to end COVID-19 curbs on international flights from Feb 15  
1682,2022-02-13 19:44:53,19013879,asiaonecom,Vietnam to end Covid-19 curbs on international flights from Feb 15    
1681,2022-02-13 19:47:21,143142441,cyberam86,   An opinion writer is not above the law of the land. She’s being investigated for routing funds to personal accounts and fixed deposits. She hasn’t even identified land for the field hospital and covid is already over so who’s going to benefit from the money??
1680,2022-02-13 19:55:33,291609629,superyachtbuzz,Food supply in Hong Kong disrupted again after 4 more truckers catch Covid-19   via 
1679,2022-02-13 19:59:40,181462321,jinkichinki,"Tbh I am scared because ytd at the clinic, I was standing next to a person who is (?) covid-positive... I didn't know until he was telling the counter and I immediately distanced myself..."
1678,2022-02-13 20:00:31,464254721,whyzeewhy,So many people around me getting covid 🥺
1677,2022-02-13 20:04:37,1284404019276869632,2woodlim,#USA #COVID19 #COVIDIOT   For those who think China Zero Covid policy is a hoax.
1676,2022-02-13 20:10:46,1467171460066144256,x_miromiro,  Some special price tigers? Anyway better than Covid-19 :))
1675,2022-02-13 20:11:18,73703,hsienlei,COVID isn’t the only reason you might be feeling yucky. Take it easy. Get some rest. Chilllll.
1674,2022-02-13 20:20:33,1216636086975205376,switchstreamga1, That’s rough. Is this a thing due to covid restrictions or just disorganised as a whole ?
1673,2022-02-13 20:21:43,852186642,aameraahusna,"post covid is real man, my body hurts &amp; my appetite is shit cos i can barely rasa apa apa."
1672,2022-02-13 20:22:05,45756727,LividEye,  As in their beans. Not their coffee stands. Many people are buying their beans for home consumption these days. Esp now with Covid-19 everyone has somewhat basic brewing devices.
1671,2022-02-13 20:36:02,554084172,Cloverstar81,Tested Covid-Positive Today #COVID19   
1670,2022-02-13 20:39:52,1357059169073782787,BarkaCH__,"Sorry for the long post, kinda had this thought popped up again, I've cheated my way through my current course due to covid (I got someone else to do the online colorblind test for me) Retweets are really appreciated.  #VtuberTwP  "
1669,2022-02-13 20:42:07,928631747448676352,Our_familee,We're both down with #covid and we're self isolating and self recovering in our room. May we get better soon.
1668,2022-02-13 20:46:38,2391772771,k1yb0ard,Vietnam to end COVID curbs on international flights from Feb 15 | Reuters  
1667,2022-02-13 20:52:03,134316937,amiyaiitkgp,One thing the Covid pandemic changed for many people is the appreciation and understanding of risk factors. The same disease was a minor inconvenience for some while being fatal for others. Mitigating these risk factors is the difference between life and death 1/3
1666,2022-02-13 20:57:58,1290232189615894531,FCutepie,"I think covid makes all of us lonelier that explains my friend’s behaviour yesterday, I also told her that I don’t actually like to purposely meet up for festive because I don’t like celebrating. I told her she can talk to me anytime she needs and I will always make time for her."
1665,2022-02-13 21:05:32,1186205879382749185,seajobsApp,January 2022 - COVID-19 Impact on Shipping Report  
1664,2022-02-13 21:06:03,826974019467436032,hadeelmish,Hi I got covid and Hospitalised can I get update please thank u
1663,2022-02-13 21:07:22,207407415,hamzieee,oh hello covid my nemesis
1662,2022-02-13 21:08:15,1215666540755861504,hurtfulknife,all my classmates from nursing school dming me stressed tf out about how understaffed they are and how covid is so overwhelming for the past 2 years!!! and there have been quite a few nurses who ended their own lives bc of their mental health over the two years wtf fuck the gov
1661,2022-02-13 21:13:07,38400130,ChannelNewsAsia,"Singapore reports 9,420 new COVID-19 cases, 4 deaths    "
1660,2022-02-13 21:17:33,3099154459,italysingapore,"Singapore reports 9,420 new COVID-19 cases, 4 deaths   #Singapore  "
1659,2022-02-13 21:21:02,483625886,minodthini,The fact I got covid before finding love. Hmmm Happy Valentine’s yall. ❤️
1658,2022-02-13 21:23:25,15760735,septian,"Covid-19 in 🇸🇬 (13 Feb):  In hospital: 1,272 (+66) - O2: 162 (+11) - ICU: 24 (+2)  New cases: 9,420 (total: 469,495) New deaths: 4 (total: 897)  Week-on-week ratio: - Case: 1.46 (-0.08) - Severe case: 1.59 (+0.01)  Dose 1/2/3: 92%/90%/63%     "
1657,2022-02-13 21:26:14,1204759096806670336,IEizaz,OMICRON 🦠 DO YOUR JOB PLEASE!!!!!!
1656,2022-02-13 21:28:03,37874853,straits_times,"Antibodies more potent after third Covid-19 jab, or after vaccinated person gets infected: Study  "
1655,2022-02-13 21:34:33,38400130,ChannelNewsAsia,"Hong Kong reports 1,347 COVID-19 cases as healthcare system overwhelmed    "
1654,2022-02-13 21:37:16,20745540,ranajitdam,Get Covid in Singapore: Isolate for three days  Come into Singapore vaccinated (and with a negative recent Covid test): Isolate for ten days  I'm struggling to square these two protocols?  
1653,2022-02-13 21:39:42,1619325942,MothershipSG,"9,420 new Covid-19 cases in S’pore on Feb. 13, 4 more deaths    "
1652,2022-02-13 21:48:29,1446564087735803904,nufcsingapore, Unwell… covid? 🤔
1651,2022-02-13 21:52:53,725486983,HBA_twt," Yup! This happened to me when I did my self isolation 😭 had to share toilet, it was really irritating and kinda scary ah. Also idk how we are dealing with COVID now but I filled up a form for household members/ close contacts and NONE of the people got the HRW msg!"
1650,2022-02-13 21:57:01,44290654,yperic,"Singapore reports 9,420 new COVID-19 cases, 4 deaths  "
1649,2022-02-13 21:59:04,41085467,TODAYonline,"Singapore reports 9,420 new Covid-19 cases, 4 deaths    "
1648,2022-02-13 22:01:59,15708616,jhender,"   Given how we are nowhere near the forefront of any covid research, or waves, they're just parroting other country findings. Let's see what Israel tells the world later this year."
1647,2022-02-13 22:09:40,1050648757484716033,GabeWithTheHat, Yea.. everyone here in sg getting omicron have made me question masks (not vaccines)
1646,2022-02-13 22:18:51,371454303,rishdotblog," Covid! Both the dips are linked to the first and second waves  Advertisers that were used to advertising with legacy media took the opportunity to discover other avenues. And once they, they realised that RoI’s were radically different"
1645,2022-02-13 22:29:37,342604713,mimihyunss,post covid kbbq 🥴  
1644,2022-02-13 22:38:07,794089241097580544,hsmthegreat,Which fella keeps adding me to crypto groups on tele i hope u kena covid and DIE
1643,2022-02-13 22:52:00,111852577,Tom_Cutie_Mo,Day 8 Im still positive covid. My lil brother Day 1 positive 🥲
1642,2022-02-13 22:52:47,45295624,EricssenWen,"For those looking to travel for leisure or business, Taiwan is one of the hardest places to enter in the age of Covid-19.   "
1641,2022-02-13 22:53:55,37874853,straits_times,"S'pore reports 9,420 new Covid-19 cases, 1,272 patients hospitalised  "
1640,2022-02-13 22:54:59,1097030280248942592,Ahmad69138914, Better check for HIV also. Before and after Booster. Before and after Covid.
1639,2022-02-13 23:03:06,56069189,XOXOAIDELYN,Covid hit a hard time for me to travel! I miss Australia 🇦🇺 I miss my auntie there!
1638,2022-02-13 23:17:42,1467436525721821186,hsryn00,danial positif covid ke? #bigstage2022
1637,2022-02-13 23:19:39,286751823,ZipZebeZe,Covid hits me finally
1636,2022-02-13 23:21:22,14081775,AskRealtorMani,"Omicron cases surge in Russia amid deep distrust of vaccine  February 13, 2022 3:55 PMThe country recorded more than 170,000 cases over the past week.     "
1635,2022-02-13 23:25:17,1341758169140248576,CYL0117,"  Omicron might be the end of this Pandemic. It will help us reach Herd Immunity or the idea that a virus will disappear on its own when it does not find enough hosts to sustain itself, is not going to happen anytime in the immediate future."
1634,2022-02-13 23:34:03,934959652797739008,moneyfm893,Singapore Airshow organisers confident of 'even better' conversations despite Covid curbs  
1633,2022-02-13 23:53:22,965033265349275649,chiayitay," And that whole other bunch of people in CAT 2? Also, the increasing amount of people who might get long covid? 🥲"
1632,2022-02-14 00:02:39,1360562737416314882,b4byferda,  manifesting for you to get covid ❤️❤️❤️❤️💞💞💞💞💞😽😽😽😽
1631,2022-02-14 00:10:28,73102415,not_the_kue,"lmao the notification arrived just about 3 hours ago. Could have saved me a lot of cash 😅 anyway if you get covid and your symptoms aren't too bad, self-isolate and wait for the message so you can get the free meds"
1630,2022-02-14 00:10:46,4210299197,luckyguysg, At least last time I attended ones had buffet le...b4 Covid hahaha
1629,2022-02-14 00:20:38,1485407592763506694,Whateversings,"   1. You are a liar, the beginning of this debacle you said I was anti-vax. 2. The vax and mandate you are defending is not even a vaccine. Vaccines prevent disease and transmission by definition. This is something else. * I had covid early in the pandemic, got vax, got Covid again"
1628,2022-02-14 00:22:24,1443852880784412674,IronWind9,"   The covid-19 may have come from China too, however there is no way to know for sure. Right?"
1627,2022-02-14 00:30:21,1341758169140248576,CYL0117," This Omicron is not invented by China. Btw, Omicron BA2 variant is coming - up to 150% more contagious than Omicron BA1, can reinfect people who've had infection before."
1626,2022-02-14 01:29:56,1257881122370969602,BartenderHemry,"Here's a pretty good rundown of all the good things Hogan is against: COVID planning, transit spending, worker protections, etc:  "
1625,2022-02-14 02:38:35,782171831893495810,xinuko_,hope everyone enjoys their valentines! single ppl i can uhh give u a hug  dw i tested negative for covid twice
1624,2022-02-14 02:43:17,782171831893495810,xinuko_,nvm i think we've lived with covid for long enough to the point ive completely forgotten the fact that colds can be contagious too
1623,2022-02-14 03:34:24,1401103727499509762,bobbyus_b2bedge, No beers?  There you go … much better &amp; problem solved … from the pre covid times 😍.   Damn I miss traveling 🥺  
1622,2022-02-14 03:50:05,1326575757540220928,maskrunuts,"🇨🇦 Blake Richards 🇨🇦  Canada's Conservatives have forced a vote on removing all federal COVID-19 mandates &amp; restrictions.   The vote will take place Monday afternoon, and I will proudly vote in favour of freedom. Please share this post to spread the word.  "
1621,2022-02-14 03:56:05,1401103727499509762,bobbyus_b2bedge," I heard from some of my friends in HK, that a lot of them are going to China. They said they are ok to quarantine but be free after. Even the authorities in HK asked China for help to contain covid.  I doubt people are just leaving like nomads to EU, all have jobs and a family🤷🏻‍♂️"
1620,2022-02-14 03:58:42,1257881122370969602,BartenderHemry,"Old enough to remember when the right was all about ending COVID restrictions to ""save the economy""  "
1619,2022-02-14 04:16:02,294716055,maryesthereliza," awww that’s so sweet of you! Can’t head out with my husband because he’s still recovering from Covid, guess it’ll be a nights in tmr 😢"
1618,2022-02-14 04:30:02,1326575757540220928,maskrunuts,"😷Dr Fauci in 2005 said : ""Hydroxychloroquine is a wonder drug for Coronavirus. It functions as both a cure &amp; a vaccine.""  🧐The origin of Covid-19  🤪Why are board members of vaccine companies also FDA commissioners🤪"
1617,2022-02-14 04:51:11,1322067479145795585,nkjv517,IM awaiting for Isaiah 9:6 which must come to pass during COVID-19 because Is14:13 was fulfilled 40days prior to d virus. also Bec Isaiah 9:15 has already appeared. he is d Lawless One who teaches men to rebel against Christ as given in Matthew 5:17-20 NKJV.
1616,2022-02-14 05:09:04,844927556205740032,24x7Page,"Malaysia recorded 26 Covid-19 deaths involving children between the ages of five and 11 in the past six months, out of 147,282 children infected.   via  #Retailer #DORSCON"
1615,2022-02-14 05:25:41,1402665274034343945,LionCityGo1,COVID-19: Britain lifts testing requirements for vaccinated travellers   via  time for another trip?
1614,2022-02-14 05:27:20,214105439,Toky02,"  Haha. A simple comment about the common sense of ventilation, which everyone hopefully does know applies to covid by now. If not - good luck."
1613,2022-02-14 06:01:44,80855943,Billynaveed,"🚨Tourism Devastation in Bali  We landed in Bali hoping that our first vacation in 2 years will be ""just like the old times"".  Instead what we found is an island that has been devastated by 2 years of COVID restrictions. Sharing below our personal experie… "
1612,2022-02-14 06:22:08,38400130,ChannelNewsAsia,'The last thing we need now is an election': Johor voters wary of state polls amid Omicron wave    
1611,2022-02-14 06:28:14,1271630863,tan1872001,Organisers confident of 'even better' conversations despite Covid-19 restrictions     UNFAZED by the ongoing...
1610,2022-02-14 06:30:52,984089131,tophmonk,    Okay here's a random covid study from PNAS. You think lay people can replicate the authors' findings in their labs and evaluate their conclusions?  
1609,2022-02-14 06:34:28,7729652,wynlim,I think governments know about long covid but they don’t mind 10% of people getting disabled as long as 90% is fine (and can keep the economy running). But I hope there wouldn’t be “distant” covid where autoimmune diseases pop up years later after recovery.
1608,2022-02-14 06:38:24,1453990572,_rodahidup,"Singapore reports 9,420 new COVID-19 cases, 4 deaths     "
1607,2022-02-14 06:38:41,1453990572,_rodahidup,"Hong Kong reports 1,347 COVID-19 cases as healthcare system overwhelmed     "
1606,2022-02-14 06:39:11,1453990572,_rodahidup,'The last thing we need now is an election': Johor voters wary of state polls amid Omicron wave     
1605,2022-02-14 06:39:46,1453990572,_rodahidup,Commentary: Re-opening and lifting of COVID-19 restrictions will not give me the normalcy I want     
1604,2022-02-14 06:43:27,303510582,FyaSapphire,Things I wished I can change on the wedding day. 1) me wearing the full make-up. I feel awkward and uncomfortable😆😅. 2) take more photos with my phone. I knowlah there are rules but haiz.   There was some other glitches but we survived a covid wedding...YAY!!
1603,2022-02-14 07:00:25,192774803,TravelWeeklyWeb,"International SOS facilitates the safe return to business travel with its latest risk management tool, the Covid Trip Planner.  #tourism #travelrecovery #travel    "
1602,2022-02-14 07:01:59,711460194862018560,SG_Uncensored,11 PEOPLE KANA COVID IN M'SIA FOR CNY POKER SESSION EXCEPT FOR 1 WHO WORE MASK #Singapore #umbrage #spore #uncensored  
1601,2022-02-14 07:21:53,555959518,m_abbas110,"The centre has suddenly closed due to spread of Covid within the community. I couldn't take it having no Milad to attend in-person on 13th Rajab. What did I do? Invited guest reciters for Milad at my home, that too when my parents are overseas. Help me Maula 😭  Ya Ali Madad (AS)"
1600,2022-02-14 07:30:32,1381999399,sycamoreaven,u gotta sneeze outside ur window when u hav covid
1599,2022-02-14 07:44:32,128536154,hermosafuerza,"YA ALLAH kuatkan imanku. With the covid situation right now, i feel like its just about any time i can get the virus. 😞"
1598,2022-02-14 08:07:34,1131352537,STForeignDesk,Omicron wave prompts Hong Kong to keep hospitalisation only for vulnerable groups  
1597,2022-02-14 08:10:15,990922042093453312,LaurenceZhangSG,Stay safe from both covid and scammers
1596,2022-02-14 08:21:25,291609629,superyachtbuzz,Israeli hospital planning to join global trial of Pfizer’s Omicron vaccine – report   via 
1595,2022-02-14 08:22:04,271216592,IndependentSG,Omicron wave and the need for MCs - No answers by MOH for questions  
1594,2022-02-14 08:27:30,10872822,sehof,"COVID-19: Taiwan’s CECC to ease border curbs, starting with business travellers – Taipei Times  "
1593,2022-02-14 08:40:21,63370724,kelvinpcp,SATA - Covid Relief Fund by Boon Khiang Chia  
1592,2022-02-14 08:50:03,51638130,sharmanking,First batch of Pfizer's Paxlovid pill for Covid-19 treatment arrives in S'pore  
1591,2022-02-14 08:50:35,10872822,sehof,China approves Pfizer’s Covid-19 pill Paxlovid for emergency use – SCMP  
1590,2022-02-14 08:52:16,841653940907200512,jannahmidzy,Lia being a meme while having covid Hais 🤣🥺
1589,2022-02-14 08:54:43,10872822,sehof,Hong Kong in ‘crisis’ leans on Beijing to contain covid surge – Bloomberg  
1588,2022-02-14 08:55:25,51638130,sharmanking,"Antibodies more potent after third Covid-19 jab, or after vaccinated person gets infected: Study  "
1587,2022-02-14 08:55:36,841653940907200512,jannahmidzy,Also I guess Lia feels bad that Yeji got covid too :( but anyway fk u covid
1586,2022-02-14 08:58:44,1052730534,Sumo_1973," World is currently struggling with three larger problems - COVID, Geo Political and Inflationary pressure - Orange brigade is not on anyones agenda"
1585,2022-02-14 09:03:12,3220070977,graham_euan,Covid theatre of the absurd.
